Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/metrics [normal],82,0,3,3.597924390505352,1.7671000096015632,15.07389999460429,233.70731707317074,0.6914488054199249,0.0,3,4,4,4,5,5,6,15,15,15,15
POST,/api/request [bursty],2514,1076,3,4.717523508247271,1.0302000009687617,2038.446999998996,561.5525059665871,21.198808497874285,9.073157495510236,3,3,3,3,4,4,5,20,60,2000,2000
POST,/api/request [normal],304,0,3,22.72799802626411,0.946600004681386,2029.5280999998795,568.0756578947369,2.563419961556795,0.0,3,3,3,3,4,4,11,24,2000,2000,2000
POST,/api/request [suspicious],6707,142,2,3.057424303013377,1.148700001067482,2010.4080999881262,620.9273892947666,56.55545290184679,1.1973869557271872,2,3,3,3,3,4,4,5,45,2000,2000
,Aggregated,9607,1218,3,4.118907057359227,0.946600004681386,2038.446999998996,600.4124076194441,81.0091301666978,10.270544451237422,3,3,3,3,3,4,5,8,50,2000,2000
