Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773570474,6,,Aggregated,81.400000,20.300000,3,3,3,3,3,4,5,6,45,2000,2000,6311,387,3,4.784923403571749,0.946600004681386,2038.446999998996,590.1389637141499
1773570475,6,,Aggregated,80.300000,20.400000,3,3,3,3,3,4,5,6,45,2000,2000,6397,408,3,4.7534533062359525,0.946600004681386,2038.446999998996,590.5719868688448
1773570476,6,,Aggregated,80.500000,20.100000,3,3,3,3,3,4,5,7,45,2000,2000,6474,429,3,4.7407029193540575,0.946600004681386,2038.446999998996,590.8853877046648
1773570477,6,,Aggregated,80.800000,20.200000,3,3,3,3,3,4,5,6,45,2000,2000,6564,451,3,4.708003519168428,0.946600004681386,2038.446999998996,591.2606642291286
1773570478,6,,Aggregated,81.200000,20.400000,3,3,3,3,3,4,5,7,45,2000,2000,6644,472,3,4.696725135429886,0.946600004681386,2038.446999998996,591.5814268512944
1773570479,6,,Aggregated,81.800000,20.500000,3,3,3,3,3,4,5,7,45,2000,2000,6727,491,3,4.669886398062123,0.946600004681386,2038.446999998996,591.9684852088599
1773570480,6,,Aggregated,82.200000,20.600000,3,3,3,3,3,4,5,7,45,2000,2000,6813,514,3,4.648117539965075,0.946600004681386,2038.446999998996,592.3327462204609
1773570481,6,,Aggregated,82.000000,20.500000,3,3,3,3,3,4,5,7,45,2000,2000,6891,534,3,4.623453678681359,0.946600004681386,2038.446999998996,592.6585401248004
1773570482,6,,Aggregated,82.900000,20.800000,3,3,3,3,3,4,5,7,45,2000,2000,6968,553,3,4.610167307651366,0.946600004681386,2038.446999998996,592.935132032147
1773570483,6,,Aggregated,82.800000,20.700000,3,3,3,3,3,4,5,7,40,2000,2000,7058,574,3,4.580328775821974,0.946600004681386,2038.446999998996,593.321054122981
1773570484,6,,Aggregated,82.300000,20.800000,3,3,3,3,3,4,5,7,44,2000,2000,7137,595,3,4.56608228943229,0.946600004681386,2038.446999998996,593.6145439260193
1773570485,6,,Aggregated,82.500000,20.500000,3,3,3,3,3,4,5,7,44,2000,2000,7219,616,3,4.540904197200671,0.946600004681386,2038.446999998996,593.9450062335503
1773570486,6,,Aggregated,82.600000,20.800000,3,3,3,3,3,4,5,7,44,2000,2000,7301,637,3,4.52116847001093,0.946600004681386,2038.446999998996,594.2562662648952
1773570487,6,,Aggregated,82.200000,20.700000,3,3,3,3,3,4,5,7,44,2000,2000,7388,656,3,4.496683622031265,0.946600004681386,2038.446999998996,594.5054141851651
1773570488,6,,Aggregated,82.300000,20.700000,3,3,3,3,3,4,5,7,44,2000,2000,7467,678,3,4.477329020979013,0.946600004681386,2038.446999998996,594.7727333601179
1773570489,6,,Aggregated,82.200000,20.600000,3,3,3,3,3,4,5,7,44,2000,2000,7550,696,3,4.4537298542787385,0.946600004681386,2038.446999998996,595.0451655629139
